Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Media,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,27.0
4544,C2-S8-B2.3-R2,None,F,JBEI-19145,,,2% Glucose,5670,C2-S8-B2.3-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:32.079345+00:00,hours,,354072.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,AHR_ECOLI,,2018-05-09 00:19:32.099795+00:00,hours,,4199.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,LCFA_ECOLI,,2018-05-09 00:19:32.120346+00:00,hours,,54802.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:32.140685+00:00,hours,,149067.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:32.161548+00:00,hours,,4400.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:32.182217+00:00,hours,,598.0
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5671,C2-S8-B2.3-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:32.202685+00:00,hours,,326229.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:20.597788+00:00,hours,,1935.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:20.617790+00:00,hours,,217353.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:20.638315+00:00,hours,,175485.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:20.658064+00:00,hours,,0.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:20.677956+00:00,hours,,10196.0
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5582,C2-S1-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:20.698423+00:00,hours,,1518587.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:20.718372+00:00,hours,,1407.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:20.738710+00:00,hours,,231424.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:20.758106+00:00,hours,,194337.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:20.777753+00:00,hours,,0.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:20.799330+00:00,hours,,1896.0
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5583,C2-S1-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:20.819268+00:00,hours,,1546227.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,AHR_ECOLI,,2018-05-09 00:19:20.840063+00:00,hours,,2469.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:19:20.859937+00:00,hours,,235110.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:20.879940+00:00,hours,,189740.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:20.900634+00:00,hours,,0.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:20.922303+00:00,hours,,528.0
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5584,C2-S1-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:20.947531+00:00,hours,,1528867.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:25.027430+00:00,hours,,1970.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:25.048290+00:00,hours,,285965.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:25.068449+00:00,hours,,22397.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:25.087905+00:00,hours,,0.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:25.108265+00:00,hours,,5618.0
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5618,C2-S2-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:25.128044+00:00,hours,,1629038.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:25.148596+00:00,hours,,2230.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:25.168095+00:00,hours,,294208.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:25.187818+00:00,hours,,25199.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:25.208521+00:00,hours,,887.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:25.228154+00:00,hours,,18468.0
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5619,C2-S2-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:25.248909+00:00,hours,,1690829.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,AHR_ECOLI,,2018-05-09 00:19:25.271024+00:00,hours,,1964.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:19:25.292982+00:00,hours,,296409.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:25.313764+00:00,hours,,17736.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:25.333662+00:00,hours,,1135.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:25.353890+00:00,hours,,5642.0
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5620,C2-S2-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:25.374937+00:00,hours,,1809021.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:29.609971+00:00,hours,,2000.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:29.630458+00:00,hours,,247382.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:29.650248+00:00,hours,,280000.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:29.671116+00:00,hours,,0.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:29.691297+00:00,hours,,15026.0
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5651,C2-S4-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:29.711401+00:00,hours,,1545610.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:29.731698+00:00,hours,,1701.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:29.751652+00:00,hours,,236865.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:29.772412+00:00,hours,,272740.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:29.795829+00:00,hours,,2353.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:29.815876+00:00,hours,,10681.0
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5652,C2-S4-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:29.836320+00:00,hours,,1552524.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,AHR_ECOLI,,2018-05-09 00:19:29.856253+00:00,hours,,1849.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:19:29.876875+00:00,hours,,251422.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:29.897067+00:00,hours,,303288.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:29.917359+00:00,hours,,0.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:29.937617+00:00,hours,,0.0
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5653,C2-S4-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:29.957729+00:00,hours,,1597909.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,AHR_ECOLI,,2018-05-09 00:18:58.548008+00:00,hours,,1184.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:18:58.583716+00:00,hours,,217404.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:18:58.622369+00:00,hours,,105854.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:18:58.657830+00:00,hours,,0.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:18:58.691088+00:00,hours,,6728.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5470,C1-S11-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:18:58.727264+00:00,hours,,937286.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,AHR_ECOLI,,2018-05-09 00:18:58.763699+00:00,hours,,2373.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:18:58.800906+00:00,hours,,219170.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:18:58.839833+00:00,hours,,116151.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:18:58.873859+00:00,hours,,0.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:18:58.911767+00:00,hours,,27669.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5471,C1-S11-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:18:58.952521+00:00,hours,,944820.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,AHR_ECOLI,,2018-05-09 00:18:58.987814+00:00,hours,,2177.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:18:59.026545+00:00,hours,,211659.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:18:59.066309+00:00,hours,,117200.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:18:59.104526+00:00,hours,,632.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:18:59.139924+00:00,hours,,26890.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5472,C1-S11-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:18:59.179712+00:00,hours,,878773.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:22.465887+00:00,hours,,4359.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:22.485882+00:00,hours,,269720.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:22.507956+00:00,hours,,250711.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:22.527795+00:00,hours,,1224.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:22.548845+00:00,hours,,47683.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5597,C2-S11-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:22.568835+00:00,hours,,1489403.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:22.588805+00:00,hours,,2978.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:22.609398+00:00,hours,,246862.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:22.629924+00:00,hours,,228708.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:22.649763+00:00,hours,,0.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:22.670026+00:00,hours,,626.0
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5598,C2-S11-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:22.690164+00:00,hours,,1395259.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,AHR_ECOLI,,2018-05-09 00:19:22.710951+00:00,hours,,2836.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:19:22.730696+00:00,hours,,229763.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:22.751695+00:00,hours,,213330.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:22.772889+00:00,hours,,0.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:22.794086+00:00,hours,,1403.0
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5599,C2-S11-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:22.815541+00:00,hours,,1268031.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:22.835904+00:00,hours,,1575.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:22.855766+00:00,hours,,234896.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:22.875796+00:00,hours,,159139.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:22.896106+00:00,hours,,0.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:22.916551+00:00,hours,,0.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5600,C2-S14-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:22.936711+00:00,hours,,199425.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:22.956328+00:00,hours,,1353.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:22.976560+00:00,hours,,201418.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:22.996372+00:00,hours,,156355.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:23.017019+00:00,hours,,0.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:23.036817+00:00,hours,,38410.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5601,C2-S14-B2.4-R2,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:23.056282+00:00,hours,,207290.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,AHR_ECOLI,,2018-05-09 00:19:23.076895+00:00,hours,,866.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,LCFA_ECOLI,,2018-05-09 00:19:23.096887+00:00,hours,,226752.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:23.117384+00:00,hours,,159985.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:23.138000+00:00,hours,,0.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:23.157704+00:00,hours,,30344.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5602,C2-S14-B2.4-R3,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:23.177989+00:00,hours,,189071.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,AHR_ECOLI,,2018-05-09 00:19:27.979407+00:00,hours,,6290.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,LCFA_ECOLI,,2018-05-09 00:19:27.999705+00:00,hours,,1865.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",sp|Q41635|FATB_UMBCA,2018-05-09 00:19:28.019506+00:00,hours,,43929.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,Fatty acyl-CoA reductase,sp|Q6F7B8|ACR1_ACIAD,2018-05-09 00:19:28.039929+00:00,hours,,0.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,A1U2T0,tr|A1U2T0|A1U2T0_MARHV,2018-05-09 00:19:28.060401+00:00,hours,,51402.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5639,C2-S24-B2.4-R1,A1U3L3,tr|A1U3L3|A1U3L3_MARHV,2018-05-09 00:19:28.080148+00:00,hours,,9208.0
4565,C2-S24-B2.4-R2,None,F,JBEI-19165,,,2% Glucose,5640,C2-S24-B2.4-R2,AHR_ECOLI,,2018-05-09 00:19:28.100323+00:00,hours,,4330.0
4565,C2-S24-B2.4-R2,None,F,JBEI-19165,,,2% Glucose,5640,C2-S24-B2.4-R2,LCFA_ECOLI,,2018-05-09 00:19:28.120003+00:00,hours,,178.0
