Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Media,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,27.0
4543,C2-S8-B2.3-R1,None,F,JBEI-19145,,,2% Glucose,5145,C2-S8-B2.3-R1,acetic acid,CID:176,2018-05-08 17:54:33.788977+00:00,hours,g/L,0.81954
4543,C2-S8-B2.3-R1,None,F,JBEI-19145,,,2% Glucose,5145,C2-S8-B2.3-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:33.809945+00:00,hours,g/L,10.63729
4544,C2-S8-B2.3-R2,None,F,JBEI-19145,,,2% Glucose,5146,C2-S8-B2.3-R2,acetic acid,CID:176,2018-05-08 17:54:33.830223+00:00,hours,g/L,0.88862
4544,C2-S8-B2.3-R2,None,F,JBEI-19145,,,2% Glucose,5146,C2-S8-B2.3-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:33.851256+00:00,hours,g/L,10.44881
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5147,C2-S8-B2.3-R3,acetic acid,CID:176,2018-05-08 17:54:33.872020+00:00,hours,g/L,0.86693
4545,C2-S8-B2.3-R3,None,F,JBEI-19145,,,2% Glucose,5147,C2-S8-B2.3-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:33.892141+00:00,hours,g/L,9.89024
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5148,C2-S1-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:33.912838+00:00,hours,g/L,0.80379
4546,C2-S1-B2.4-R1,None,F,JBEI-19163,,,2% Glucose,5148,C2-S1-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:33.932628+00:00,hours,g/L,1.45424
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5149,C2-S1-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:33.953079+00:00,hours,g/L,1.08644
4547,C2-S1-B2.4-R2,None,F,JBEI-19163,,,2% Glucose,5149,C2-S1-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:33.974162+00:00,hours,g/L,1.3975
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5150,C2-S1-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:33.994110+00:00,hours,g/L,1.00452
4548,C2-S1-B2.4-R3,None,F,JBEI-19163,,,2% Glucose,5150,C2-S1-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.014972+00:00,hours,g/L,0.83203
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5151,C2-S2-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.035359+00:00,hours,g/L,1.92526
4549,C2-S2-B2.4-R1,None,F,JBEI-19169,,,2% Glucose,5151,C2-S2-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.056182+00:00,hours,g/L,4.15227
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5152,C2-S2-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.076854+00:00,hours,g/L,2.10107
4550,C2-S2-B2.4-R2,None,F,JBEI-19169,,,2% Glucose,5152,C2-S2-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.097040+00:00,hours,g/L,4.34346
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5153,C2-S2-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.118223+00:00,hours,g/L,2.13015
4551,C2-S2-B2.4-R3,None,F,JBEI-19169,,,2% Glucose,5153,C2-S2-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.139476+00:00,hours,g/L,4.48272
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5154,C2-S4-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.164916+00:00,hours,g/L,1.5607
4552,C2-S4-B2.4-R1,None,F,JBEI-19150,,,2% Glucose,5154,C2-S4-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.185148+00:00,hours,g/L,3.21502
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5155,C2-S4-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.206557+00:00,hours,g/L,1.51547
4553,C2-S4-B2.4-R2,None,F,JBEI-19150,,,2% Glucose,5155,C2-S4-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.227241+00:00,hours,g/L,2.80612
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5156,C2-S4-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.247556+00:00,hours,g/L,1.29715
4554,C2-S4-B2.4-R3,None,F,JBEI-19150,,,2% Glucose,5156,C2-S4-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.268849+00:00,hours,g/L,1.5991
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5157,C1-S11-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.290745+00:00,hours,g/L,0.0
4555,C1-S11-B2.4-R1,None,F,JBEI-17785,,,2% Glucose,5157,C1-S11-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.312474+00:00,hours,g/L,0.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5158,C1-S11-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.332581+00:00,hours,g/L,0.0
4556,C1-S11-B2.4-R2,None,F,JBEI-17785,,,2% Glucose,5158,C1-S11-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.353523+00:00,hours,g/L,0.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5159,C1-S11-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.373734+00:00,hours,g/L,0.0
4557,C1-S11-B2.4-R3,None,F,JBEI-17785,,,2% Glucose,5159,C1-S11-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.394408+00:00,hours,g/L,0.0
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5160,C2-S11-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.416059+00:00,hours,g/L,1.16211
4558,C2-S11-B2.4-R1,None,F,JBEI-19147,,,2% Glucose,5160,C2-S11-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.436460+00:00,hours,g/L,13.79359
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5161,C2-S11-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.457510+00:00,hours,g/L,1.26488
4559,C2-S11-B2.4-R2,None,F,JBEI-19147,,,2% Glucose,5161,C2-S11-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.478469+00:00,hours,g/L,13.13254
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5162,C2-S11-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.498722+00:00,hours,g/L,1.23885
4560,C2-S11-B2.4-R3,None,F,JBEI-19147,,,2% Glucose,5162,C2-S11-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.520187+00:00,hours,g/L,12.2638
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5163,C2-S14-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.540148+00:00,hours,g/L,0.0
4561,C2-S14-B2.4-R1,None,F,JBEI-19152,,,2% Glucose,5163,C2-S14-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.561337+00:00,hours,g/L,0.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5164,C2-S14-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.581646+00:00,hours,g/L,0.0
4562,C2-S14-B2.4-R2,None,F,JBEI-19152,,,2% Glucose,5164,C2-S14-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.601876+00:00,hours,g/L,0.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5165,C2-S14-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.623503+00:00,hours,g/L,0.0
4563,C2-S14-B2.4-R3,None,F,JBEI-19152,,,2% Glucose,5165,C2-S14-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.643933+00:00,hours,g/L,0.0
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5166,C2-S24-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:34.667338+00:00,hours,g/L,1.29916
4564,C2-S24-B2.4-R1,None,F,JBEI-19165,,,2% Glucose,5166,C2-S24-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.688670+00:00,hours,g/L,13.26448
4565,C2-S24-B2.4-R2,None,F,JBEI-19165,,,2% Glucose,5167,C2-S24-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:34.710166+00:00,hours,g/L,1.35079
4565,C2-S24-B2.4-R2,None,F,JBEI-19165,,,2% Glucose,5167,C2-S24-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.731423+00:00,hours,g/L,14.27243
4566,C2-S24-B2.4-R3,None,F,JBEI-19165,,,2% Glucose,5168,C2-S24-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:34.752094+00:00,hours,g/L,1.26934
4566,C2-S24-B2.4-R3,None,F,JBEI-19165,,,2% Glucose,5168,C2-S24-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.773370+00:00,hours,g/L,12.29675
4567,C1-S32-B2.4-R1-delPoxB,None,F,JBEI-17826,,,2% Glucose,5169,C1-S32-B2.4-R1-delPoxB,acetic acid,CID:176,2018-05-08 17:54:34.795314+00:00,hours,g/L,1.27192
4567,C1-S32-B2.4-R1-delPoxB,None,F,JBEI-17826,,,2% Glucose,5169,C1-S32-B2.4-R1-delPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.816858+00:00,hours,g/L,0.0
4568,C1-S32-B2.4-R2-delPoxB,None,F,JBEI-17826,,,2% Glucose,5170,C1-S32-B2.4-R2-delPoxB,acetic acid,CID:176,2018-05-08 17:54:34.837321+00:00,hours,g/L,1.32353
4568,C1-S32-B2.4-R2-delPoxB,None,F,JBEI-17826,,,2% Glucose,5170,C1-S32-B2.4-R2-delPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.857910+00:00,hours,g/L,0.0
4569,C1-S32-B2.4-R3-delPoxB,None,F,JBEI-17826,,,2% Glucose,5171,C1-S32-B2.4-R3-delPoxB,acetic acid,CID:176,2018-05-08 17:54:34.879693+00:00,hours,g/L,1.30512
4569,C1-S32-B2.4-R3-delPoxB,None,F,JBEI-17826,,,2% Glucose,5171,C1-S32-B2.4-R3-delPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.900515+00:00,hours,g/L,0.0
4570,C1-S32-B2.4-R1-delPta,None,F,JBEI-17826,,,2% Glucose,5172,C1-S32-B2.4-R1-delPta,acetic acid,CID:176,2018-05-08 17:54:34.923399+00:00,hours,g/L,0.0
4570,C1-S32-B2.4-R1-delPta,None,F,JBEI-17826,,,2% Glucose,5172,C1-S32-B2.4-R1-delPta,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.944604+00:00,hours,g/L,0.0
4571,C1-S32-B2.4-R2-delPta,None,F,JBEI-17826,,,2% Glucose,5173,C1-S32-B2.4-R2-delPta,acetic acid,CID:176,2018-05-08 17:54:34.965514+00:00,hours,g/L,0.05385
4571,C1-S32-B2.4-R2-delPta,None,F,JBEI-17826,,,2% Glucose,5173,C1-S32-B2.4-R2-delPta,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:34.986207+00:00,hours,g/L,0.0
4572,C1-S32-B2.4-R3-delPta,None,F,JBEI-17826,,,2% Glucose,5174,C1-S32-B2.4-R3-delPta,acetic acid,CID:176,2018-05-08 17:54:35.006531+00:00,hours,g/L,0.01819
4572,C1-S32-B2.4-R3-delPta,None,F,JBEI-17826,,,2% Glucose,5174,C1-S32-B2.4-R3-delPta,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.031134+00:00,hours,g/L,0.0
4573,C1-S32-B2.4-R1-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5175,C1-S32-B2.4-R1-delPtaelPoxB,acetic acid,CID:176,2018-05-08 17:54:35.057807+00:00,hours,g/L,0.21861
4573,C1-S32-B2.4-R1-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5175,C1-S32-B2.4-R1-delPtaelPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.078669+00:00,hours,g/L,16.45748
4574,C1-S32-B2.4-R2-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5176,C1-S32-B2.4-R2-delPtaelPoxB,acetic acid,CID:176,2018-05-08 17:54:35.098558+00:00,hours,g/L,0.19554
4574,C1-S32-B2.4-R2-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5176,C1-S32-B2.4-R2-delPtaelPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.119580+00:00,hours,g/L,16.40963
4575,C1-S32-B2.4-R3-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5177,C1-S32-B2.4-R3-delPtaelPoxB,acetic acid,CID:176,2018-05-08 17:54:35.139845+00:00,hours,g/L,0.22778
4575,C1-S32-B2.4-R3-delPtaelPoxB,None,F,JBEI-17826,,,2% Glucose,5177,C1-S32-B2.4-R3-delPtaelPoxB,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.160416+00:00,hours,g/L,15.46615
4576,C0-S9017-B2.4-R1,None,F,JBEI-9017,,,2% Glucose,5178,C0-S9017-B2.4-R1,acetic acid,CID:176,2018-05-08 17:54:35.181072+00:00,hours,g/L,0.0
4576,C0-S9017-B2.4-R1,None,F,JBEI-9017,,,2% Glucose,5178,C0-S9017-B2.4-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.200616+00:00,hours,g/L,0.0
4577,C0-S9017-B2.4-R2,None,F,JBEI-9017,,,2% Glucose,5179,C0-S9017-B2.4-R2,acetic acid,CID:176,2018-05-08 17:54:35.221301+00:00,hours,g/L,0.0
4577,C0-S9017-B2.4-R2,None,F,JBEI-9017,,,2% Glucose,5179,C0-S9017-B2.4-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.241301+00:00,hours,g/L,0.0
4578,C0-S9017-B2.4-R3,None,F,JBEI-9017,,,2% Glucose,5180,C0-S9017-B2.4-R3,acetic acid,CID:176,2018-05-08 17:54:35.261917+00:00,hours,g/L,0.0
4578,C0-S9017-B2.4-R3,None,F,JBEI-9017,,,2% Glucose,5180,C0-S9017-B2.4-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.283769+00:00,hours,g/L,0.0
4579,C2-S1-B2.5-R1-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5181,C2-S1-B2.5-R1-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.303422+00:00,hours,g/L,1.76605
4579,C2-S1-B2.5-R1-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5181,C2-S1-B2.5-R1-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.325471+00:00,hours,g/L,1.1784
4580,C2-S1-B2.5-R2-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5182,C2-S1-B2.5-R2-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.345452+00:00,hours,g/L,1.89154
4580,C2-S1-B2.5-R2-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5182,C2-S1-B2.5-R2-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.366269+00:00,hours,g/L,1.26822
4581,C2-S1-B2.5-R3-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5183,C2-S1-B2.5-R3-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.386151+00:00,hours,g/L,1.63942
4581,C2-S1-B2.5-R3-IPTG0.5,None,F,JBEI-19163,,,2% Glucose,5183,C2-S1-B2.5-R3-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.405735+00:00,hours,g/L,1.1038
4582,C2-S1-B2.5-R1-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5184,C2-S1-B2.5-R1-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.426422+00:00,hours,g/L,1.26715
4582,C2-S1-B2.5-R1-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5184,C2-S1-B2.5-R1-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.446253+00:00,hours,g/L,0.47127
4583,C2-S1-B2.5-R2-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5185,C2-S1-B2.5-R2-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.468612+00:00,hours,g/L,1.3161
4583,C2-S1-B2.5-R2-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5185,C2-S1-B2.5-R2-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.488860+00:00,hours,g/L,0.69861
4584,C2-S1-B2.5-R3-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5186,C2-S1-B2.5-R3-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.508936+00:00,hours,g/L,1.41969
4584,C2-S1-B2.5-R3-IPTG1.0,None,F,JBEI-19163,,,2% Glucose,5186,C2-S1-B2.5-R3-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.533652+00:00,hours,g/L,0.91807
4585,C2-S2-B2.5-R1-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5187,C2-S2-B2.5-R1-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.554103+00:00,hours,g/L,2.72674
4585,C2-S2-B2.5-R1-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5187,C2-S2-B2.5-R1-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.574588+00:00,hours,g/L,2.836
4586,C2-S2-B2.5-R2-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5188,C2-S2-B2.5-R2-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.594930+00:00,hours,g/L,2.70664
4586,C2-S2-B2.5-R2-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5188,C2-S2-B2.5-R2-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.616770+00:00,hours,g/L,2.61068
4587,C2-S2-B2.5-R3-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5189,C2-S2-B2.5-R3-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.637280+00:00,hours,g/L,2.74058
4587,C2-S2-B2.5-R3-IPTG0.5,None,F,JBEI-19169,,,2% Glucose,5189,C2-S2-B2.5-R3-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.657288+00:00,hours,g/L,2.25946
4588,C2-S2-B2.5-R1-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5190,C2-S2-B2.5-R1-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.678421+00:00,hours,g/L,2.74913
4588,C2-S2-B2.5-R1-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5190,C2-S2-B2.5-R1-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.698424+00:00,hours,g/L,2.77409
4589,C2-S2-B2.5-R2-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5191,C2-S2-B2.5-R2-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.718417+00:00,hours,g/L,2.81297
4589,C2-S2-B2.5-R2-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5191,C2-S2-B2.5-R2-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.739186+00:00,hours,g/L,2.66174
4590,C2-S2-B2.5-R3-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5192,C2-S2-B2.5-R3-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:35.759416+00:00,hours,g/L,2.93595
4590,C2-S2-B2.5-R3-IPTG1.0,None,F,JBEI-19169,,,2% Glucose,5192,C2-S2-B2.5-R3-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.782650+00:00,hours,g/L,2.41211
4591,C2-S3-B2.5-R1,None,F,JBEI-19167,,,2% Glucose,5193,C2-S3-B2.5-R1,acetic acid,CID:176,2018-05-08 17:54:35.802702+00:00,hours,g/L,2.94914
4591,C2-S3-B2.5-R1,None,F,JBEI-19167,,,2% Glucose,5193,C2-S3-B2.5-R1,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.823407+00:00,hours,g/L,2.18137
4592,C2-S3-B2.5-R2,None,F,JBEI-19167,,,2% Glucose,5194,C2-S3-B2.5-R2,acetic acid,CID:176,2018-05-08 17:54:35.843231+00:00,hours,g/L,2.96098
4592,C2-S3-B2.5-R2,None,F,JBEI-19167,,,2% Glucose,5194,C2-S3-B2.5-R2,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.863266+00:00,hours,g/L,1.95422
4593,C2-S3-B2.5-R3,None,F,JBEI-19167,,,2% Glucose,5195,C2-S3-B2.5-R3,acetic acid,CID:176,2018-05-08 17:54:35.884202+00:00,hours,g/L,2.97474
4593,C2-S3-B2.5-R3,None,F,JBEI-19167,,,2% Glucose,5195,C2-S3-B2.5-R3,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.904047+00:00,hours,g/L,1.6184
4594,C2-S3-B2.5-R1-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5196,C2-S3-B2.5-R1-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.924617+00:00,hours,g/L,2.87049
4594,C2-S3-B2.5-R1-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5196,C2-S3-B2.5-R1-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.944855+00:00,hours,g/L,2.94726
4595,C2-S3-B2.5-R2-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5197,C2-S3-B2.5-R2-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:35.964902+00:00,hours,g/L,2.85309
4595,C2-S3-B2.5-R2-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5197,C2-S3-B2.5-R2-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:35.986111+00:00,hours,g/L,3.37676
4596,C2-S3-B2.5-R3-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5198,C2-S3-B2.5-R3-IPTG0.5,acetic acid,CID:176,2018-05-08 17:54:36.005995+00:00,hours,g/L,2.95898
4596,C2-S3-B2.5-R3-IPTG0.5,None,F,JBEI-19167,,,2% Glucose,5198,C2-S3-B2.5-R3-IPTG0.5,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:36.026552+00:00,hours,g/L,3.57669
4597,C2-S3-B2.5-R1-IPTG1.0,None,F,JBEI-19167,,,2% Glucose,5199,C2-S3-B2.5-R1-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:36.046661+00:00,hours,g/L,2.86043
4597,C2-S3-B2.5-R1-IPTG1.0,None,F,JBEI-19167,,,2% Glucose,5199,C2-S3-B2.5-R1-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:36.066751+00:00,hours,g/L,3.53754
4598,C2-S3-B2.5-R2-IPTG1.0,None,F,JBEI-19167,,,2% Glucose,5200,C2-S3-B2.5-R2-IPTG1.0,acetic acid,CID:176,2018-05-08 17:54:36.087783+00:00,hours,g/L,2.87342
4598,C2-S3-B2.5-R2-IPTG1.0,None,F,JBEI-19167,,,2% Glucose,5200,C2-S3-B2.5-R2-IPTG1.0,"(3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol",CID:5793,2018-05-08 17:54:36.107669+00:00,hours,g/L,3.37616
